code,korean_title,num_of_audience,key_review,score_male,score_female,scores_per_age,num_per_genders,num_per_ages,scores_per_age_genders,num_per_ages_genders,scores_per_ages,spa_10s_npg_male,spa_10s_npg_female,spa_20s_npg_male,spa_20s_npg_female,spa_30s_npg_male,spa_30s_npg_female,spa_40s_npg_male,spa_40s_npg_female,spa_50s_npg_male,spa_50s_npg_female,npa_10s_npg_male,npa_10s_npg_female,npa_20s_npg_male,npa_20s_npg_female,npa_30s_npg_male,npa_30s_npg_female,npa_40s_npg_male,npa_40s_npg_female,npa_50s_npg_male,npa_50s_npg_female,spa_10s_npa_10s,spa_20s_npa_20s,spa_30s_npa_30s,spa_40s_npa_40s,spa_50s_npa_50s
180390,퍼펙트맨,457.0,이 영화는 30대 남성이 좋아하는 연기가 뛰어난 영화입니다.,8.54,8.45,"[8.1, 8.72, 8.45, 8.0, 8.71]","[54, 46]","[2, 43, 29, 18, 8]","[4.37, 3.73, 4.71, 4.01, 4.56, 3.89, 4.32, 3.68, 4.7, 4.01]","[1.08, 0.92, 23.22, 19.78, 15.66, 13.34, 9.72, 8.28, 4.32, 3.68]","[0.16, 3.48, 2.35, 1.46, 0.65, 0.17, 3.75, 2.53, 1.57, 0.7, 0.17, 3.63, 2.45, 1.52, 0.68, 0.16, 3.44, 2.32, 1.44, 0.64, 0.17, 3.75, 2.53, 1.57, 0.7]",4.37,3.73,4.71,4.01,4.56,3.89,4.32,3.68,4.7,4.01,1.08,0.92,23.22,19.78,15.66,13.34,9.72,8.28,4.32,3.68,0.16,3.75,2.45,1.44,0.7
178526,봉오동 전투,2580.0,이 영화는 20대 여성이 좋아하는 연기가 뛰어난 영화입니다.,8.79,9.35,"[9.56, 9.11, 8.99, 9.07, 8.92]","[51, 49]","[3, 38, 27, 22, 9]","[4.88, 4.68, 4.65, 4.46, 4.58, 4.41, 4.63, 4.44, 4.55, 4.37]","[1.53, 1.47, 19.38, 18.62, 13.77, 13.23, 11.22, 10.78, 4.59, 4.41]","[0.29, 3.63, 2.58, 2.1, 0.86, 0.27, 3.46, 2.46, 2.0, 0.82, 0.27, 3.42, 2.43, 1.98, 0.81, 0.27, 3.45, 2.45, 2.0, 0.82, 0.27, 3.39, 2.41, 1.96, 0.8]",4.88,4.68,4.65,4.46,4.58,4.41,4.63,4.44,4.55,4.37,1.53,1.47,19.38,18.62,13.77,13.23,11.22,10.78,4.59,4.41,0.29,3.46,2.43,2.0,0.8
154029,행복 목욕탕,104.0,이 영화는 20대 남성이 좋아하는 연기가 뛰어난 영화입니다.,8.93,8.95,"[10.0, 8.73, 9.05, 8.92, 9.44]","[41, 59]","[1, 43, 36, 12, 9]","[4.1, 5.9, 3.58, 5.15, 3.71, 5.34, 3.66, 5.26, 3.87, 5.57]","[0.41, 0.59, 17.63, 25.37, 14.76, 21.24, 4.92, 7.08, 3.69, 5.31]","[0.1, 4.3, 3.6, 1.2, 0.9, 0.09, 3.75, 3.14, 1.05, 0.79, 0.09, 3.89, 3.26, 1.09, 0.81, 0.09, 3.84, 3.21, 1.07, 0.8, 0.09, 4.06, 3.4, 1.13, 0.85]",4.1,5.9,3.58,5.15,3.71,5.34,3.66,5.26,3.87,5.57,0.41,0.59,17.63,25.37,14.76,21.24,4.92,7.08,3.69,5.31,0.1,3.75,3.26,1.07,0.85
189000,나이브스 아웃,587.0,이 영화는 20대 여성이 좋아하는 스토리가 뛰어난 영화입니다.,8.94,8.94,"[8.81, 9.05, 9.01, 8.81, 8.35]","[50, 50]","[4, 46, 29, 12, 9]","[4.41, 4.41, 4.53, 4.53, 4.5, 4.5, 4.41, 4.41, 4.17, 4.17]","[2.0, 2.0, 23.0, 23.0, 14.5, 14.5, 6.0, 6.0, 4.5, 4.5]","[0.35, 4.05, 2.55, 1.06, 0.79, 0.36, 4.16, 2.62, 1.09, 0.81, 0.36, 4.14, 2.61, 1.08, 0.81, 0.35, 4.05, 2.55, 1.06, 0.79, 0.33, 3.84, 2.42, 1.0, 0.75]",4.41,4.41,4.53,4.53,4.5,4.5,4.41,4.41,4.17,4.17,2.0,2.0,23.0,23.0,14.5,14.5,6.0,6.0,4.5,4.5,0.35,4.16,2.61,1.06,0.75
76960,나쁜 녀석들 : 포에버,269.0,이 영화는 30대 남성이 좋아하는 연기가 뛰어난 영화입니다.,8.52,8.7,"[0.0, 8.57, 8.66, 8.79, 7.79]","[69, 31]","[0, 33, 38, 20, 9]","[0.0, 0.0, 5.91, 2.66, 5.98, 2.68, 6.07, 2.72, 5.38, 2.41]","[0.0, 0.0, 22.77, 10.23, 26.22, 11.78, 13.8, 6.2, 6.21, 2.79]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.83, 3.26, 1.71, 0.77, 0.0, 2.86, 3.29, 1.73, 0.78, 0.0, 2.9, 3.34, 1.76, 0.79, 0.0, 2.57, 2.96, 1.56, 0.7]",0.0,0.0,5.91,2.66,5.98,2.68,6.07,2.72,5.38,2.41,0.0,0.0,22.77,10.23,26.22,11.78,13.8,6.2,6.21,2.79,0.0,2.83,3.29,1.76,0.7
186613,작은 아씨들,551.0,이 영화는 20대 여성이 좋아하는 연기가 뛰어난 영화입니다.,9.14,9.13,"[9.26, 9.27, 8.95, 8.94, 9.09]","[33, 67]","[5, 49, 23, 15, 9]","[3.06, 6.2, 3.06, 6.21, 2.95, 6.0, 2.95, 5.99, 3.0, 6.09]","[1.65, 3.35, 16.17, 32.83, 7.59, 15.41, 4.95, 10.05, 2.97, 6.03]","[0.46, 4.54, 2.13, 1.39, 0.83, 0.46, 4.54, 2.13, 1.39, 0.83, 0.45, 4.39, 2.06, 1.34, 0.81, 0.45, 4.38, 2.06, 1.34, 0.8, 0.45, 4.45, 2.09, 1.36, 0.82]",3.06,6.2,3.06,6.21,2.95,6.0,2.95,5.99,3.0,6.09,1.65,3.35,16.17,32.83,7.59,15.41,4.95,10.05,2.97,6.03,0.46,4.54,2.06,1.34,0.82
187349,쥬만지: 넥스트 레벨,367.0,이 영화는 20대 남성이 좋아하는 연기가 뛰어난 영화입니다.,8.22,7.41,"[8.0, 8.0, 7.65, 7.76, 8.13]","[56, 44]","[3, 35, 24, 28, 11]","[4.48, 3.52, 4.48, 3.52, 4.28, 3.37, 4.35, 3.41, 4.55, 3.58]","[1.68, 1.32, 19.6, 15.4, 13.44, 10.56, 15.68, 12.32, 6.16, 4.84]","[0.24, 2.8, 1.92, 2.24, 0.88, 0.24, 2.8, 1.92, 2.24, 0.88, 0.23, 2.68, 1.84, 2.14, 0.84, 0.23, 2.72, 1.86, 2.17, 0.85, 0.24, 2.85, 1.95, 2.28, 0.89]",4.48,3.52,4.48,3.52,4.28,3.37,4.35,3.41,4.55,3.58,1.68,1.32,19.6,15.4,13.44,10.56,15.68,12.32,6.16,4.84,0.24,2.8,1.84,2.17,0.89
183110,예스터데이,230.0,이 영화는 30대 여성이 좋아하는 OST가 뛰어난 영화입니다.,8.41,7.51,"[4.83, 7.82, 8.29, 8.82, 7.52]","[58, 42]","[3, 42, 27, 19, 9]","[2.8, 2.03, 4.54, 3.28, 4.81, 3.48, 5.12, 3.7, 4.36, 3.16]","[1.74, 1.26, 24.36, 17.64, 15.66, 11.34, 11.02, 7.98, 5.22, 3.78]","[0.14, 2.03, 1.3, 0.92, 0.43, 0.23, 3.28, 2.11, 1.49, 0.7, 0.25, 3.48, 2.24, 1.58, 0.75, 0.26, 3.7, 2.38, 1.68, 0.79, 0.23, 3.16, 2.03, 1.43, 0.68]",2.8,2.03,4.54,3.28,4.81,3.48,5.12,3.7,4.36,3.16,1.74,1.26,24.36,17.64,15.66,11.34,11.02,7.98,5.22,3.78,0.14,3.28,2.24,1.68,0.68
85578,7년의 밤,436.0,이 영화는 30대 남성이 좋아하는 연기가 뛰어난 영화입니다.,6.04,5.98,"[3.3, 6.08, 5.79, 6.34, 6.71]","[49, 51]","[2, 48, 28, 15, 6]","[1.62, 1.68, 2.98, 3.1, 2.84, 2.95, 3.11, 3.23, 3.29, 3.42]","[0.98, 1.02, 23.52, 24.48, 13.72, 14.28, 7.35, 7.65, 2.94, 3.06]","[0.07, 1.58, 0.92, 0.49, 0.2, 0.12, 2.92, 1.7, 0.91, 0.36, 0.12, 2.78, 1.62, 0.87, 0.35, 0.13, 3.04, 1.78, 0.95, 0.38, 0.13, 3.22, 1.88, 1.01, 0.4]",1.62,1.68,2.98,3.1,2.84,2.95,3.11,3.23,3.29,3.42,0.98,1.02,23.52,24.48,13.72,14.28,7.35,7.65,2.94,3.06,0.07,2.92,1.62,0.95,0.4
174807,배반의 장미,114.0,이 영화는 30대 남성이 좋아하는 연기가 뛰어난 영화입니다.,8.34,7.75,"[10.0, 7.85, 8.1, 8.0, 7.88]","[41, 59]","[1, 40, 45, 7, 7]","[4.1, 5.9, 3.22, 4.63, 3.32, 4.78, 3.28, 4.72, 3.23, 4.65]","[0.41, 0.59, 16.4, 23.6, 18.45, 26.55, 2.87, 4.13, 2.87, 4.13]","[0.1, 4.0, 4.5, 0.7, 0.7, 0.08, 3.14, 3.53, 0.55, 0.55, 0.08, 3.24, 3.65, 0.57, 0.57, 0.08, 3.2, 3.6, 0.56, 0.56, 0.08, 3.15, 3.55, 0.55, 0.55]",4.1,5.9,3.22,4.63,3.32,4.78,3.28,4.72,3.23,4.65,0.41,0.59,16.4,23.6,18.45,26.55,2.87,4.13,2.87,4.13,0.1,3.14,3.65,0.56,0.55
175365,빅샤크: 매직체인지,151.0,이 영화는 30대 여성이 좋아하는 스토리가 뛰어난 영화입니다.,7.45,7.66,"[0.0, 8.33, 7.52, 7.74, 0.0]","[19, 81]","[0, 8, 74, 18, 0]","[0.0, 0.0, 1.58, 6.75, 1.43, 6.09, 1.47, 6.27, 0.0, 0.0]","[0.0, 0.0, 1.52, 6.48, 14.06, 59.94, 3.42, 14.58, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.67, 6.16, 1.5, 0.0, 0.0, 0.6, 5.56, 1.35, 0.0, 0.0, 0.62, 5.73, 1.39, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,1.58,6.75,1.43,6.09,1.47,6.27,0.0,0.0,0.0,0.0,1.52,6.48,14.06,59.94,3.42,14.58,0.0,0.0,0.0,0.67,5.56,1.39,0.0
177975,양아치 느와르,1.0,이 영화는 30대 남성이 좋아하는 연기가 뛰어난 영화입니다.,9.0,0.0,"[0.0, 0.0, 0.0, 9.0, 0.0]","[100, 25]","[0, 0, 0, 100, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.0, 2.25, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 100.0, 25.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,25.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0
154986,아기와 나,7.0,이 영화는 20대 여성이 좋아하는 연기가 뛰어난 영화입니다.,9.0,7.25,"[0.0, 9.0, 6.67, 0.0, 0.0]","[43, 57]","[0, 57, 43, 0, 0]","[0.0, 0.0, 3.87, 5.13, 2.87, 3.8, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 24.51, 32.49, 18.49, 24.51, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.13, 3.87, 0.0, 0.0, 0.0, 3.8, 2.87, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,3.87,5.13,2.87,3.8,0.0,0.0,0.0,0.0,0.0,0.0,24.51,32.49,18.49,24.51,0.0,0.0,0.0,0.0,0.0,5.13,2.87,0.0,0.0
177510,암전,50.0,이 영화는 30대 남성이 좋아하는 연기가 뛰어난 영화입니다.,5.0,5.17,"[5.0, 5.39, 5.25, 4.0, 2.33]","[64, 36]","[10, 62, 16, 6, 6]","[3.2, 1.8, 3.45, 1.94, 3.36, 1.89, 2.56, 1.44, 1.49, 0.84]","[6.4, 3.6, 39.68, 22.32, 10.24, 5.76, 3.84, 2.16, 3.84, 2.16]","[0.5, 3.1, 0.8, 0.3, 0.3, 0.54, 3.34, 0.86, 0.32, 0.32, 0.53, 3.25, 0.84, 0.32, 0.32, 0.4, 2.48, 0.64, 0.24, 0.24, 0.23, 1.44, 0.37, 0.14, 0.14]",3.2,1.8,3.45,1.94,3.36,1.89,2.56,1.44,1.49,0.84,6.4,3.6,39.68,22.32,10.24,5.76,3.84,2.16,3.84,2.16,0.5,3.34,0.84,0.24,0.14
190447,고양이 집사,8.0,이 영화는 30대 여성이 좋아하는 스토리가 뛰어난 영화입니다.,10.0,10.0,"[0.0, 10.0, 10.0, 10.0, 0.0]","[50, 50]","[0, 12, 62, 25, 0]","[0.0, 0.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 0.0, 0.0]","[0.0, 0.0, 6.0, 6.0, 31.0, 31.0, 12.5, 12.5, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.2, 6.2, 2.5, 0.0, 0.0, 1.2, 6.2, 2.5, 0.0, 0.0, 1.2, 6.2, 2.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,6.0,6.0,31.0,31.0,12.5,12.5,0.0,0.0,0.0,1.2,6.2,2.5,0.0
181046,창간호,10.0,이 영화는 10대 여성이 좋아하는 연기가 뛰어난 영화입니다.,8.0,9.25,"[10.0, 9.33, 7.0, 0.0, 0.0]","[20, 80]","[20, 60, 20, 0, 0]","[2.0, 8.0, 1.87, 7.46, 1.4, 5.6, 0.0, 0.0, 0.0, 0.0]","[4.0, 16.0, 12.0, 48.0, 4.0, 16.0, 0.0, 0.0, 0.0, 0.0]","[2.0, 6.0, 2.0, 0.0, 0.0, 1.87, 5.6, 1.87, 0.0, 0.0, 1.4, 4.2, 1.4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2.0,8.0,1.87,7.46,1.4,5.6,0.0,0.0,0.0,0.0,4.0,16.0,12.0,48.0,4.0,16.0,0.0,0.0,0.0,0.0,2.0,5.6,1.4,0.0,0.0
159070,자전차왕 엄복동,178.0,이 영화는 30대 남성이 좋아하는 연기가 뛰어난 영화입니다.,7.86,7.07,"[7.0, 7.44, 7.4, 7.16, 7.86]","[47, 53]","[1, 31, 22, 25, 20]","[3.29, 3.71, 3.5, 3.94, 3.48, 3.92, 3.37, 3.79, 3.69, 4.17]","[0.47, 0.53, 14.57, 16.43, 10.34, 11.66, 11.75, 13.25, 9.4, 10.6]","[0.07, 2.17, 1.54, 1.75, 1.4, 0.07, 2.31, 1.64, 1.86, 1.49, 0.07, 2.29, 1.63, 1.85, 1.48, 0.07, 2.22, 1.58, 1.79, 1.43, 0.08, 2.44, 1.73, 1.97, 1.57]",3.29,3.71,3.5,3.94,3.48,3.92,3.37,3.79,3.69,4.17,0.47,0.53,14.57,16.43,10.34,11.66,11.75,13.25,9.4,10.6,0.07,2.31,1.63,1.79,1.57
174294,성혜의 나라,11.0,"이 영화는 40대 남성이 좋아하는 스토리, 연기가 뛰어난 영화입니다.",9.0,7.75,"[0.0, 7.83, 10.0, 10.0, 8.5]","[64, 36]","[0, 55, 9, 18, 18]","[0.0, 0.0, 5.01, 2.82, 6.4, 3.6, 6.4, 3.6, 5.44, 3.06]","[0.0, 0.0, 35.2, 19.8, 5.76, 3.24, 11.52, 6.48, 11.52, 6.48]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.31, 0.7, 1.41, 1.41, 0.0, 5.5, 0.9, 1.8, 1.8, 0.0, 5.5, 0.9, 1.8, 1.8, 0.0, 4.67, 0.77, 1.53, 1.53]",0.0,0.0,5.01,2.82,6.4,3.6,6.4,3.6,5.44,3.06,0.0,0.0,35.2,19.8,5.76,3.24,11.52,6.48,11.52,6.48,0.0,4.31,0.9,1.8,1.53
164104,피의 연대기,137.0,이 영화는 20대 여성이 좋아하는 스토리가 뛰어난 영화입니다.,9.23,9.64,"[9.62, 9.69, 9.34, 9.75, 8.0]","[16, 84]","[6, 63, 28, 3, 1]","[1.54, 8.08, 1.55, 8.14, 1.49, 7.85, 1.56, 8.19, 1.28, 6.72]","[0.96, 5.04, 10.08, 52.92, 4.48, 23.52, 0.48, 2.52, 0.16, 0.84]","[0.58, 6.06, 2.69, 0.29, 0.1, 0.58, 6.1, 2.71, 0.29, 0.1, 0.56, 5.88, 2.62, 0.28, 0.09, 0.58, 6.14, 2.73, 0.29, 0.1, 0.48, 5.04, 2.24, 0.24, 0.08]",1.54,8.08,1.55,8.14,1.49,7.85,1.56,8.19,1.28,6.72,0.96,5.04,10.08,52.92,4.48,23.52,0.48,2.52,0.16,0.84,0.58,6.1,2.62,0.29,0.08
189537,#살아있다,972.0,이 영화는 20대 남성이 좋아하는 연기가 뛰어난 영화입니다.,6.71,7.5,"[5.36, 6.72, 7.2, 7.33, 8.18]","[61, 39]","[4, 40, 35, 14, 7]","[3.27, 2.09, 4.1, 2.62, 4.39, 2.81, 4.47, 2.86, 4.99, 3.19]","[2.44, 1.56, 24.4, 15.6, 21.35, 13.65, 8.54, 5.46, 4.27, 2.73]","[0.21, 2.14, 1.88, 0.75, 0.38, 0.27, 2.69, 2.35, 0.94, 0.47, 0.29, 2.88, 2.52, 1.01, 0.5, 0.29, 2.93, 2.57, 1.03, 0.51, 0.33, 3.27, 2.86, 1.15, 0.57]",3.27,2.09,4.1,2.62,4.39,2.81,4.47,2.86,4.99,3.19,2.44,1.56,24.4,15.6,21.35,13.65,8.54,5.46,4.27,2.73,0.21,2.69,2.52,1.03,0.57
177374,증인,2480.0,이 영화는 40대 여성이 좋아하는 연기가 뛰어난 영화입니다.,9.21,9.12,"[9.28, 9.15, 9.11, 9.16, 9.21]","[41, 59]","[5, 40, 23, 22, 11]","[3.8, 5.48, 3.75, 5.4, 3.74, 5.37, 3.76, 5.4, 3.78, 5.43]","[2.05, 2.95, 16.4, 23.6, 9.43, 13.57, 9.02, 12.98, 4.51, 6.49]","[0.46, 3.71, 2.13, 2.04, 1.02, 0.46, 3.66, 2.1, 2.01, 1.01, 0.46, 3.64, 2.1, 2.0, 1.0, 0.46, 3.66, 2.11, 2.02, 1.01, 0.46, 3.68, 2.12, 2.03, 1.01]",3.8,5.48,3.75,5.4,3.74,5.37,3.76,5.4,3.78,5.43,2.05,2.95,16.4,23.6,9.43,13.57,9.02,12.98,4.51,6.49,0.46,3.66,2.1,2.02,1.01
169078,기묘한 가족,264.0,이 영화는 30대 여성이 좋아하는 연기가 뛰어난 영화입니다.,7.25,7.58,"[9.0, 7.7, 7.03, 7.05, 7.5]","[38, 62]","[4, 43, 26, 17, 10]","[3.42, 5.58, 2.93, 4.77, 2.67, 4.36, 2.68, 4.37, 2.85, 4.65]","[1.52, 2.48, 16.34, 26.66, 9.88, 16.12, 6.46, 10.54, 3.8, 6.2]","[0.36, 3.87, 2.34, 1.53, 0.9, 0.31, 3.31, 2.0, 1.31, 0.77, 0.28, 3.02, 1.83, 1.2, 0.7, 0.28, 3.03, 1.83, 1.2, 0.7, 0.3, 3.23, 1.95, 1.27, 0.75]",3.42,5.58,2.93,4.77,2.67,4.36,2.68,4.37,2.85,4.65,1.52,2.48,16.34,26.66,9.88,16.12,6.46,10.54,3.8,6.2,0.36,3.31,1.83,1.2,0.75
186821,정직한 후보,362.0,이 영화는 20대 여성이 좋아하는 연기가 뛰어난 영화입니다.,8.22,8.53,"[9.86, 8.49, 8.15, 8.42, 8.36]","[47, 53]","[2, 43, 31, 14, 10]","[4.63, 5.23, 3.99, 4.5, 3.83, 4.32, 3.96, 4.46, 3.93, 4.43]","[0.94, 1.06, 20.21, 22.79, 14.57, 16.43, 6.58, 7.42, 4.7, 5.3]","[0.2, 4.24, 3.06, 1.38, 0.99, 0.17, 3.65, 2.63, 1.19, 0.85, 0.16, 3.5, 2.53, 1.14, 0.81, 0.17, 3.62, 2.61, 1.18, 0.84, 0.17, 3.59, 2.59, 1.17, 0.84]",4.63,5.23,3.99,4.5,3.83,4.32,3.96,4.46,3.93,4.43,0.94,1.06,20.21,22.79,14.57,16.43,6.58,7.42,4.7,5.3,0.2,3.65,2.53,1.18,0.84
182355,분노의 질주: 홉스&amp;쇼,2104.0,이 영화는 30대 여성이 좋아하는 연출이 뛰어난 영화입니다.,8.78,8.92,"[8.77, 8.94, 8.89, 8.6, 8.6]","[62, 38]","[2, 42, 30, 19, 6]","[5.44, 3.33, 5.54, 3.4, 5.51, 3.38, 5.33, 3.27, 5.33, 3.27]","[1.24, 0.76, 26.04, 15.96, 18.6, 11.4, 11.78, 7.22, 3.72, 2.28]","[0.18, 3.68, 2.63, 1.67, 0.53, 0.18, 3.75, 2.68, 1.7, 0.54, 0.18, 3.73, 2.67, 1.69, 0.53, 0.17, 3.61, 2.58, 1.63, 0.52, 0.17, 3.61, 2.58, 1.63, 0.52]",5.44,3.33,5.54,3.4,5.51,3.38,5.33,3.27,5.33,3.27,1.24,0.76,26.04,15.96,18.6,11.4,11.78,7.22,3.72,2.28,0.18,3.75,2.67,1.63,0.52
190720,젠틀맨,62.0,이 영화는 30대 남성이 좋아하는 연기가 뛰어난 영화입니다.,8.56,9.32,"[0.0, 9.04, 8.83, 7.8, 8.5]","[69, 31]","[0, 40, 39, 8, 13]","[0.0, 0.0, 6.24, 2.8, 6.09, 2.74, 5.38, 2.42, 5.87, 2.63]","[0.0, 0.0, 27.6, 12.4, 26.91, 12.09, 5.52, 2.48, 8.97, 4.03]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.62, 3.53, 0.72, 1.18, 0.0, 3.53, 3.44, 0.71, 1.15, 0.0, 3.12, 3.04, 0.62, 1.01, 0.0, 3.4, 3.31, 0.68, 1.1]",0.0,0.0,6.24,2.8,6.09,2.74,5.38,2.42,5.87,2.63,0.0,0.0,27.6,12.4,26.91,12.09,5.52,2.48,8.97,4.03,0.0,3.62,3.44,0.62,1.1
176306,남산의 부장들,2052.0,이 영화는 30대 남성이 좋아하는 연기가 뛰어난 영화입니다.,8.46,8.46,"[8.65, 8.6, 8.47, 8.22, 8.38]","[66, 34]","[1, 33, 40, 18, 8]","[5.71, 2.94, 5.68, 2.92, 5.59, 2.88, 5.43, 2.79, 5.53, 2.85]","[0.66, 0.34, 21.78, 11.22, 26.4, 13.6, 11.88, 6.12, 5.28, 2.72]","[0.09, 2.85, 3.46, 1.56, 0.69, 0.09, 2.84, 3.44, 1.55, 0.69, 0.08, 2.8, 3.39, 1.52, 0.68, 0.08, 2.71, 3.29, 1.48, 0.66, 0.08, 2.77, 3.35, 1.51, 0.67]",5.71,2.94,5.68,2.92,5.59,2.88,5.43,2.79,5.53,2.85,0.66,0.34,21.78,11.22,26.4,13.6,11.88,6.12,5.28,2.72,0.09,2.84,3.39,1.48,0.67
74407,좀비랜드: 더블 탭,96.0,이 영화는 20대 남성이 좋아하는 연출이 뛰어난 영화입니다.,8.59,7.9,"[9.4, 8.61, 7.92, 8.5, 8.0]","[79, 21]","[5, 61, 25, 4, 4]","[7.43, 1.97, 6.8, 1.81, 6.26, 1.66, 6.71, 1.78, 6.32, 1.68]","[3.95, 1.05, 48.19, 12.81, 19.75, 5.25, 3.16, 0.84, 3.16, 0.84]","[0.47, 5.73, 2.35, 0.38, 0.38, 0.43, 5.25, 2.15, 0.34, 0.34, 0.4, 4.83, 1.98, 0.32, 0.32, 0.42, 5.18, 2.12, 0.34, 0.34, 0.4, 4.88, 2.0, 0.32, 0.32]",7.43,1.97,6.8,1.81,6.26,1.66,6.71,1.78,6.32,1.68,3.95,1.05,48.19,12.81,19.75,5.25,3.16,0.84,3.16,0.84,0.47,5.25,1.98,0.34,0.32
189712,코드 8,1.0,이 영화는 40대 남성이 좋아하는 스토리가 뛰어난 영화입니다.,5.0,0.0,"[0.0, 0.0, 5.0, 0.0, 0.0]","[100, 22]","[0, 0, 100, 0, 0]","[0.0, 0.0, 0.0, 0.0, 5.0, 1.1, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 100.0, 22.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,5.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
177509,미스터 주: 사라진 VIP,231.0,이 영화는 20대 여성이 좋아하는 연기가 뛰어난 영화입니다.,8.1,7.04,"[8.0, 7.3, 7.92, 7.67, 7.56]","[56, 44]","[1, 27, 28, 32, 11]","[4.48, 3.52, 4.09, 3.21, 4.44, 3.48, 4.3, 3.37, 4.23, 3.33]","[0.56, 0.44, 15.12, 11.88, 15.68, 12.32, 17.92, 14.08, 6.16, 4.84]","[0.08, 2.16, 2.24, 2.56, 0.88, 0.07, 1.97, 2.04, 2.34, 0.8, 0.08, 2.14, 2.22, 2.53, 0.87, 0.08, 2.07, 2.15, 2.45, 0.84, 0.08, 2.04, 2.12, 2.42, 0.83]",4.48,3.52,4.09,3.21,4.44,3.48,4.3,3.37,4.23,3.33,0.56,0.44,15.12,11.88,15.68,12.32,17.92,14.08,6.16,4.84,0.08,1.97,2.22,2.45,0.83
127858,추억의 마니,160.0,이 영화는 20대 여성이 좋아하는 스토리가 뛰어난 영화입니다.,8.89,8.63,"[9.33, 8.76, 8.64, 8.54, 0.0]","[33, 67]","[4, 54, 26, 16, 0]","[3.08, 6.25, 2.89, 5.87, 2.85, 5.79, 2.82, 5.72, 0.0, 0.0]","[1.32, 2.68, 17.82, 36.18, 8.58, 17.42, 5.28, 10.72, 0.0, 0.0]","[0.37, 5.04, 2.43, 1.49, 0.0, 0.35, 4.73, 2.28, 1.4, 0.0, 0.35, 4.67, 2.25, 1.38, 0.0, 0.34, 4.61, 2.22, 1.37, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",3.08,6.25,2.89,5.87,2.85,5.79,2.82,5.72,0.0,0.0,1.32,2.68,17.82,36.18,8.58,17.42,5.28,10.72,0.0,0.0,0.37,4.73,2.25,1.37,0.0
39640,하울의 움직이는 성,541.0,이 영화는 10대 여성이 좋아하는 OST가 뛰어난 영화입니다.,9.31,9.37,"[9.66, 9.31, 9.22, 9.39, 9.09]","[31, 69]","[15, 45, 23, 14, 2]","[2.99, 6.67, 2.89, 6.42, 2.86, 6.36, 2.91, 6.48, 2.82, 6.27]","[4.65, 10.35, 13.95, 31.05, 7.13, 15.87, 4.34, 9.66, 0.62, 1.38]","[1.45, 4.35, 2.22, 1.35, 0.19, 1.4, 4.19, 2.14, 1.3, 0.19, 1.38, 4.15, 2.12, 1.29, 0.18, 1.41, 4.23, 2.16, 1.31, 0.19, 1.36, 4.09, 2.09, 1.27, 0.18]",2.99,6.67,2.89,6.42,2.86,6.36,2.91,6.48,2.82,6.27,4.65,10.35,13.95,31.05,7.13,15.87,4.34,9.66,0.62,1.38,1.45,4.19,2.12,1.31,0.18
