,Title,Release Date,Series or Movies,drama,comedy,action,thriller,romance,crime,adventure,animation,fantasy,family,sci-fi,mystery,horror,documentary,biography,history,music,short,sport,war,musical,reality-tv,western,game-show,talk-show,Title for Crawling
12142,Be with You,2004-10-30,Movie,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bewithyou
12156,Mamma Mia!,2008-07-18,Movie,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,mammamia
12159,Ice Age  Continental Drift,2012-07-13,Movie,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,iceagecontinentaldrift
12161,Exodus  Gods and Kings,2014-12-12,Movie,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,exodusgodsandkings
12163,Puffin Rock,2015-01-12,Series,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,puffinrock
12178,Kramer vs. Kramer,1979-12-19,Movie,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,kramervskramer
12179,Timmy Time,,Series,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,timmytime
12181,Close Encounters of the Third Kind,1977-12-14,Movie,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,closeencountersofthethirdkind
12183,Just One of the Guys,1985-04-26,Movie,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,justoneoftheguys
12186,Narcos,2015-08-28,Series,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,narcos
12190,"Justice, My Foot!",1992-07-02,Movie,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,justicemyfoot
12191,Disciples Of The 36th Chamber,1985-05-17,Movie,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,disciplesofthe36thchamber
12193,The Code,2011-07-27,Series,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,thecode
12196,The Admiral  Roaring Currents,2014-07-30,Movie,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,theadmiralroaringcurrents
12200,Demetri Martin  Live (At the Time),2015-03-01,Movie,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,demetrimartinliveatthetime
12202,27 Dresses,2008-01-18,Movie,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27dresses
12206,Project Mc,2015-08-07,Series,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,projectmc
12207,Club de Cuervos,2015-08-07,Series,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clubdecuervos
12210,Human Capital,2014-01-09,Movie,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,humancapital
12214,Olympus Has Fallen,2013-03-22,Movie,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,olympushasfallen
12217,Odd Squad,2014-11-26,Series,0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,oddsquad
12218,Taking Lives,2004-03-19,Movie,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,takinglives
12220,Electric Slide,2015-04-03,Movie,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,electricslide
12222,The Man from Nowhere,2010-08-05,Movie,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,themanfromnowhere
12225,Paul,2011-03-18,Movie,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,paul
12226,Fate/stay night  Unlimited Blade Works,2014-10-04,Series,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fatestaynightunlimitedbladeworks
12229,Birdman or (The Unexpected Virtue of Ignorance),2014-11-14,Movie,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,birdmanortheunexpectedvirtueofignorance
12232,Gotham,2014-09-22,Series,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,gotham
12236,Toradora!,2008-10-01,Series,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,toradora
12239,Pants on Fire,2014-11-09,Movie,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pantsonfire
12240,Vexed,2010-08-15,Series,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,vexed
12241,Wet Hot American Summer,2015-07-31,Series,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wethotamericansummer
12242,Election,2005-10-20,Movie,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,election
12248,Martial Arts of Shaolin,1986-02-01,Movie,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,martialartsofshaolin
12254,Tig,2015-06-06,Movie,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,tig
12258,Creep,2015-06-23,Movie,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,creep
12259,2 Guns,2013-08-02,Movie,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2guns
12261,Chris Tucker Live,2015-07-10,Movie,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,christuckerlive
12269,The DUFF,2015-02-20,Movie,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,theduff
12272,Mood Indigo,2014-07-18,Movie,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,moodindigo
12276,Prometheus,2012-06-08,Movie,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,prometheus
12281,The Wiggles,2002-09-01,Series,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,thewiggles
12282,A River Runs Through It,1992-10-30,Movie,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ariverrunsthroughit
12289,The Maze Runner,2014-09-19,Movie,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,themazerunner
12302,Dragons  Race to the Edge,2012-08-07,Series,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dragonsracetotheedge
12307,Song One,2015-01-22,Movie,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,songone
12312,Advantageous,2015-06-23,Movie,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,advantageous
12316,Foxcatcher,2015-01-16,Movie,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,foxcatcher
12321,Gukjeshijang,2014-12-17,Movie,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,gukjeshijang
12326,Into the Storm,2014-08-08,Movie,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,intothestorm
12336,Some Assembly Required,2014-01-06,Series,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,someassemblyrequired
12339,"Pablo Escobar, el patron del mal",2012-05-28,Series,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,pabloescobarelpatrondelmal
12346,Sense8,2015-06-05,Series,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,sense8
12361,A Walk Among the Tombstones,2014-09-19,Movie,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,awalkamongthetombstones
12366,Hot Girls Wanted,2015-05-29,Movie,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,hotgirlswanted
12368,Jen Kirkman  Im Gonna Die Alone (And I Feel Fine),2015-05-22,Movie,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jenkirkmanimgonnadiealoneandifeelfine
12375,Teenage Mutant Ninja Turtles,2014-08-08,Movie,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,teenagemutantninjaturtles
12376,Between,2015-05-21,Series,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,between
12381,The Imitation Game,2014-12-25,Movie,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,theimitationgame
12384,Sin-ui Hansu,2014-07-25,Movie,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sinuihansu
12386,When Calls the Heart,2014-01-11,Series,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,whencallstheheart
12387,Fists of Legend,2013-04-12,Movie,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fistsoflegend
12400,The Homesman,2014-05-18,Movie,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,thehomesman
12403,Dawn of the Planet of the Apes,2014-07-11,Movie,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dawnoftheplanetoftheapes
12404,42,2013-04-12,Movie,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,42
12407,Assassins,1995-10-06,Movie,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,assassins
12410,About Time,2013-11-08,Movie,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,abouttime
12414,Mother Goose Club,2010-08-10,Series,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mothergooseclub
12418,Sherlock Holmes  A Game of Shadows,2011-12-16,Movie,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,sherlockholmesagameofshadows
12420,Zodiac,2007-03-02,Movie,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,zodiac
12423,Edge of Tomorrow,2014-06-06,Movie,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,edgeoftomorrow
12424,The Great Gatsby,2013-05-10,Movie,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,thegreatgatsby
12443,The Holiday,2006-12-08,Movie,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,theholiday
12457,August Rush,2007-11-21,Movie,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,augustrush
12459,Fast and Furious 6,2013-05-24,Movie,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fastandfurious6
12462,Despicable Me 2,2013-07-03,Movie,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,despicableme2
12471,The Garfield Show,2009-11-02,Series,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,thegarfieldshow
12472,What Lies Beneath,2000-07-21,Movie,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,whatliesbeneath
12475,St. Vincent,2014-10-24,Movie,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,stvincent
12486,U-571,2000-04-21,Movie,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,u571
12487,40 Days and 40 Nights,2002-03-01,Movie,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40daysand40nights
12495,The Twilight Samurai,2002-11-02,Movie,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,thetwilightsamurai
12501,The Stepfather,2009-10-16,Movie,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,thestepfather
12509,The Perfect Man,2005-06-17,Movie,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,theperfectman
12512,"sex, lies, and videotape",1989-09-22,Movie,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sexliesandvideotape
12523,How High,2001-12-21,Movie,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,howhigh
12525,Tokyo Ghoul,2014-07-03,Series,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,tokyoghoul
12551,Top Boy,2011-10-31,Series,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,topboy
12558,Monty Python  Almost the Truth - The Lawyers Cut,2009-10-18,Series,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,montypythonalmostthetruththelawyerscut
12561,I Am Soldier,2014-03-17,Movie,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,iamsoldier
12567,Betty Blue,1986-11-07,Movie,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bettyblue
12580,Scrotal Recall,2015-04-15,Series,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,scrotalrecall
12582,The Dictator,2012-05-16,Movie,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,thedictator
12594,Shaun the Sheep,2007-03-05,Series,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,shaunthesheep
12617,The Lego Movie,2014-02-07,Movie,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,thelegomovie
12627,The Lake House,2006-06-16,Movie,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,thelakehouse
12631,Hells Kitchen,2005-05-30,Series,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,hellskitchen
12632,Spy Game,2001-11-21,Movie,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,spygame
12633,Godzilla,2014-05-16,Movie,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,godzilla
12637,Kung Fu Hustle,2005-04-22,Movie,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,kungfuhustle
12641,Exiled,2006-10-19,Movie,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,exiled
12642,Underworld  Evolution,2006-01-20,Movie,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,underworldevolution
12652,Casino Tycoon 2,,Movie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casinotycoon2
12653,Age of Rebellion,2018-03-03,Series,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ageofrebellion
12654,Doubles Cause Troubles,1989-04-27,Movie,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,doublescausetroubles
12656,Being Napoleon,2018-08-01,Movie,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,beingnapoleon
12667,Iliza Shlesinger  Elder Millennial,,Movie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ilizashlesingereldermillennial
12670,Amazing Interiors,2018-07-20,Series,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,amazinginteriors
12671,Camar n Revolution,,Series,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,camarnrevolution
12672,Camar n  The Film,,Movie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,camarnthefilm
12673,Lucha  Playing the Impossible,2018-07-15,Movie,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,luchaplayingtheimpossible
12674,Sugar Rush,2005-06-07,Series,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sugarrush
12679,Back Street Girls -GOKUDOLS-,2019-02-08,Series,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,backstreetgirlsgokudols
12680,The Comedy Lineup,2018-07-03,Series,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,thecomedylineup
12688,True  Wonderful Wishes,,Series,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,truewonderfulwishes
12689,True  Magical Friends,,Series,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,truemagicalfriends
12690,LEGO House - Home of the Brick,2018-06-15,Movie,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,legohousehomeofthebrick
12691,Treehouse Detectives,2018-06-08,Series,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,treehousedetectives
12697,Explained,2018-05-23,Series,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,explained
12698,Dance and Sing with True,,Series,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,danceandsingwithtrue
12699,MAJOR Second,,Series,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,majorsecond
12701,Butt Detective,1995-10-03,Series,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,buttdetective
12702,Coffee for All,,Movie,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,coffeeforall
12717,The Could ve-Gone-All-the-Way Committee,,Series,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,thecouldvegoneallthewaycommittee
12720,A Love So Beautiful,2017-11-09,Series,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alovesobeautiful
12730,Crayon Shin-chan the Movie  Fast Asleep! The Great Assault on the Dreaming World,,Movie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,crayonshinchanthemoviefastasleepthegreatassaultonthedreamingworld
12754,Troy,2004-05-14,Series,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,troy
12755,Fastest Car,2018-04-06,Series,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,fastestcar
12760,Pok mon the Series,2011-02-12,Series,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pokmontheseries
12768,Nailed It,2018-10-26,Series,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,nailedit
12770,Bad Guys  Vile City,2017-12-16,Series,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,badguysvilecity
12771,Gad Elmaleh  American Dream,2018-03-06,Movie,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gadelmalehamericandream
12772,Girls Incarcerated,2018-03-01,Series,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,girlsincarcerated
12779,"Saimdang, Memoir of Colors",,Series,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,saimdangmemoirofcolors
12783,반드시 잡는다,,Movie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,반드시잡는다
12785,The Trader (Sovdagari),,Movie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,thetradersovdagari
12786,The Bros,2017-11-02,Movie,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,thebros
12787,The Milk System,2017-09-21,Movie,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,themilksystem
12791,Baby Ballroom,2017-04-27,Series,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,babyballroom
12792,The Lady in Dignity,2017-06-16,Series,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,theladyindignity
12793,Fakkah Fuzz  Almost Banned,2018-01-26,Movie,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fakkahfuzzalmostbanned
12795,Harith Iskander  I Told You So,2018-01-19,Movie,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,harithiskanderitoldyouso
12796,Drug Lords,2018-01-19,Series,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,druglords
12797,Hakata Tonkotsu Ramens,2018-01-12,Series,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hakatatonkotsuramens
12798,Tiempos de guerra,,Series,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,tiemposdeguerra
12799,Katt Williams  Great America,2018-01-16,Movie,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,kattwilliamsgreatamerica
12800,Eves Apple,2003-09-15,Movie,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,evesapple
12801,The Reservoir Game,2017-09-07,Movie,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,thereservoirgame
12803,Skilled Teaser Takagi-san,,Series,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,skilledteasertakagisan
12806,Dave Chappelle  Equanimity and The Bird Revelation,,Series,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,davechappelleequanimityandthebirdrevelation
12808,Persona,1967-03-16,Movie,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,persona
12818,Re Mind,2018-02-15,Series,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,remind
12822,Part-Time Idol,2017-11-27,Series,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,parttimeidol
12823,72 Dangerous Animals  Latin America,2017-12-22,Series,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,72dangerousanimalslatinamerica
12824,Madness in the Desert,,Movie,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,madnessinthedesert
12827,Erased,2012-09-26,Series,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,erased
12829,Judd Apatow  The Return,2017-12-12,Movie,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,juddapatowthereturn
12831,Trolls Holiday Special,,Movie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,trollsholidayspecial
12832,DreamWorks Home  For the Holidays,,Movie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dreamworkshomefortheholidays
12835,Bright  The Music Videos,,Series,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,brightthemusicvideos
12841,The Bittersweet,2017-11-01,Movie,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,thebittersweet
12845,Judah Friedlander  America Is the Greatest Country in the United States,2017-10-31,Movie,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,judahfriedlanderamericaisthegreatestcountryintheunitedstates
12846,Beyond Stranger Things,2017-10-27,Series,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,beyondstrangerthings
12854,Bomb Scared,2017-10-12,Movie,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bombscared
12855,Suburra  Blood on Rome,2017-10-06,Series,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suburrabloodonrome
12856,Rodney Carrington  Here Comes the Truth,2017-10-03,Movie,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,rodneycarringtonherecomesthetruth
12860,Equestria Girls  Tales of Canterlot High,,Series,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,equestriagirlstalesofcanterlothigh
12861,Paul Hollywoods Big Continental Road Trip,2016-04-23,Series,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,paulhollywoodsbigcontinentalroadtrip
12864,Jack Whitehall  Travels with My Father,2017-09-22,Series,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,jackwhitehalltravelswithmyfather
12870,Strong Girl Bong-soon,2017-02-24,Series,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,stronggirlbongsoon
